PFAM	UniProt	pseudohap
PF03483	1.26666666666667	3.33333333333333
PF03484	0.933333333333333	1.66666666666667
PF03485	0.866666666666667	2.33333333333333
PF03486	0.2	0.333333333333333
PF03489	7.8	18.3333333333333
PF03492	4.46666666666667	15.3333333333333
PF03493	3.33333333333333	3.33333333333333
PF03496	0.0666666666666667	242
PF03501	1.6	2
PF03517	1	1
PF03520	1.46666666666667	8
PF03522	5.73333333333333	19.3333333333333
PF03528	0.733333333333333	1
PF03530	1.46666666666667	14.3333333333333
PF03531	1.06666666666667	1
PF03537	0.266666666666667	1
PF03540	1	2
PF03547	3.86666666666667	4
PF03556	2.13333333333333	3.33333333333333
PF03561	0.666666666666667	4
PF03567	7.2	13.6666666666667
PF03568	1.53333333333333	1.66666666666667
PF03572	0.733333333333333	2.33333333333333
PF03575	0.266666666666667	2
PF03577	0.333333333333333	3.33333333333333
PF03587	0.866666666666667	0.666666666666667
PF03600	1.6	1.66666666666667
PF03604	1.13333333333333	2.66666666666667
PF03607	4.8	16.6666666666667
PF03619	4.13333333333333	8.33333333333333
PF03625	0.0666666666666667	0.333333333333333
PF03629	1.4	6
PF03630	2.6	2.66666666666667
PF03632	1.13333333333333	7.33333333333333
PF03635	1.33333333333333	1.33333333333333
PF03637	4.06666666666667	8
PF03638	3.73333333333333	2
PF03639	0.733333333333333	1
PF03641	1.53333333333333	1.33333333333333
PF03643	1.93333333333333	3.33333333333333
PF03644	1	2
PF03645	4.66666666666667	25.6666666666667
PF03647	1.93333333333333	2.33333333333333
PF03650	2.46666666666667	4.33333333333333
PF03656	1.26666666666667	1
PF03657	0.933333333333333	1.33333333333333
PF03659	0.8	2.66666666666667
PF03660	1.06666666666667	1.66666666666667
PF03661	1.13333333333333	2
PF03663	1.13333333333333	3.33333333333333
PF03665	0.933333333333333	1.66666666666667
PF03666	1	1.66666666666667
PF03668	0.0666666666666667	3
PF03669	1.13333333333333	2.33333333333333
PF03670	0.4	2
PF03671	0.666666666666667	2
PF03676	1.13333333333333	1.33333333333333
PF03690	1.33333333333333	1.33333333333333
PF03702	0.266666666666667	1.33333333333333
PF03711	0.0666666666666667	1
PF03712	5.86666666666667	25
PF03715	1.33333333333333	2
PF03719	2.46666666666667	3
PF03720	1.46666666666667	2.66666666666667
PF03721	1.66666666666667	4.33333333333333
PF03725	4.06666666666667	5
PF03726	0.666666666666667	1
PF03727	3.4	9.66666666666667
PF03730	1.46666666666667	4.66666666666667
PF03731	1.93333333333333	4.66666666666667
PF03732	4.93333333333333	64.6666666666667
PF03735	1.53333333333333	2
PF03747	2.33333333333333	67
PF03762	2	4.33333333333333
PF03764	4	10
PF03765	5.06666666666667	8.33333333333333
PF03770	3.33333333333333	5.66666666666667
PF03781	1.6	4.33333333333333
PF03782	1.93333333333333	12.3333333333333
PF03792	1.33333333333333	4
PF03795	0.133333333333333	1.33333333333333
PF03798	9	23.6666666666667
PF03803	3.73333333333333	10
PF03807	2.46666666666667	11
PF03810	9.86666666666667	12
PF03813	0.866666666666667	1
PF03815	2.06666666666667	7
PF03820	2.13333333333333	2.33333333333333
PF03821	0.6	0.333333333333333
PF03826	3.13333333333333	7.33333333333333
PF03828	5.33333333333333	10.6666666666667
PF03834	1	1.33333333333333
PF03835	1.2	1.33333333333333
PF03839	0.8	1.66666666666667
PF03847	1.2	1.33333333333333
PF03849	1.06666666666667	1
PF03850	1.13333333333333	1
PF03851	0.266666666666667	1
PF03853	1.4	2.33333333333333
PF03868	0.466666666666667	1.66666666666667
PF03870	1.13333333333333	2.66666666666667
PF03871	1.46666666666667	1.66666666666667
PF03874	2.13333333333333	2
PF03876	2.73333333333333	3
PF03878	1.13333333333333	2
PF03879	0.733333333333333	1
PF03881	0.933333333333333	0.666666666666667
PF03896	1	2
PF03900	0.866666666666667	2.33333333333333
PF03901	4.6	5.33333333333333
PF03908	1.33333333333333	1.33333333333333
PF03909	3.73333333333333	5
PF03911	1.2	2
PF03914	2.86666666666667	3.66666666666667
PF03915	1.33333333333333	3
PF03917	2	2
PF03919	1.53333333333333	2.33333333333333
PF03920	1	4.66666666666667
PF03931	6.46666666666667	9.66666666666667
PF03932	0.733333333333333	1
PF03936	5.66666666666667	0.666666666666667
PF03937	1.13333333333333	1.33333333333333
PF03939	1.33333333333333	2
PF03941	1.13333333333333	5.33333333333333
PF03942	1.4	1
PF03943	1.13333333333333	2
PF03946	2.2	3.33333333333333
PF03947	2.53333333333333	3
PF03949	3.06666666666667	5.66666666666667
PF03950	2.2	4
PF03951	2	6.33333333333333
PF03952	1.93333333333333	2.33333333333333
PF03953	15.9333333333333	34
PF03959	1.86666666666667	6
PF03966	1.4	2.33333333333333
PF03969	1.53333333333333	1.33333333333333
PF03981	1.06666666666667	2
PF03982	3.66666666666667	13.6666666666667
PF03985	1.06666666666667	1.66666666666667
PF03986	1.13333333333333	1
PF03987	1.93333333333333	1.66666666666667
PF03989	1.2	1
PF03992	0.533333333333333	4.33333333333333
PF03997	1.2	1.66666666666667
PF03998	1	1.66666666666667
PF03999	2.86666666666667	9
PF04000	1.93333333333333	3.33333333333333
PF04003	2.86666666666667	4
PF04004	1.2	1.33333333333333
PF04005	1.13333333333333	2
PF04006	1.6	1.33333333333333
PF04030	2.2	3
PF04031	1	1
PF04032	1.13333333333333	1
PF04034	0.933333333333333	1
PF04037	1.06666666666667	1
PF04041	0.0666666666666667	4.33333333333333
PF04042	2.93333333333333	3.66666666666667
PF04045	1.13333333333333	2.66666666666667
PF04046	1.86666666666667	2
PF04048	0.866666666666667	1.66666666666667
PF04049	0.933333333333333	1.66666666666667
PF04050	1	0.666666666666667
PF04051	3.2	3.66666666666667
PF04053	2.66666666666667	6
PF04054	1.13333333333333	1.33333333333333
PF04055	7	10.3333333333333
PF04056	1.06666666666667	1
PF04057	1.26666666666667	5
PF04061	1.33333333333333	2
PF04062	1.13333333333333	2.66666666666667
PF04063	1	1.33333333333333
PF04064	1	1.33333333333333
PF04065	1.2	2
PF04068	1.8	3.66666666666667
PF04072	1.86666666666667	2.33333333333333
PF04073	0.8	1.66666666666667
PF04078	1.8	2.66666666666667
PF04080	1.33333333333333	1
PF04081	0.733333333333333	1.33333333333333
PF04083	3.4	4.66666666666667
PF04084	1	1
PF04086	1.06666666666667	1.66666666666667
PF04087	0.466666666666667	5
PF04088	0.733333333333333	1.33333333333333
PF04089	2.86666666666667	2.33333333333333
PF04091	1.46666666666667	1.66666666666667
PF04095	1.2	3.33333333333333
PF04096	1.33333333333333	4.33333333333333
PF04097	1.26666666666667	2
PF04099	2.06666666666667	2
PF04100	1.26666666666667	1.33333333333333
PF04101	1.66666666666667	1.33333333333333
PF04103	3.66666666666667	0.666666666666667
PF04104	1.13333333333333	1
PF04106	1.06666666666667	2
PF04109	1.06666666666667	2.66666666666667
PF04110	1	2.33333333333333
PF04111	1.33333333333333	3
PF04112	1.2	0.666666666666667
PF04113	1	1
PF04114	1.2	1
PF04115	0.133333333333333	1.66666666666667
PF04116	7	26
PF04117	4.6	8.33333333333333
PF04118	0.933333333333333	2.33333333333333
PF04121	1.26666666666667	1.33333333333333
PF04124	1.13333333333333	1
PF04127	1.93333333333333	2.33333333333333
PF04129	1.6	1
PF04130	5.2	7
PF04133	1.2	2.33333333333333
PF04135	0.933333333333333	0.333333333333333
PF04136	1	1
PF04137	1.26666666666667	2.33333333333333
PF04139	1	1.33333333333333
PF04140	1.33333333333333	3.33333333333333
PF04142	3.66666666666667	14.6666666666667
PF04143	0.6	4.66666666666667
PF04144	2.13333333333333	3
PF04145	4.33333333333333	9.33333333333333
PF04146	3.6	7.33333333333333
PF04147	1.4	2
PF04148	0.8	1.33333333333333
PF04152	1.06666666666667	1
PF04153	2.66666666666667	4
PF04157	2.26666666666667	2.66666666666667
PF04158	0.933333333333333	1
PF04161	1.06666666666667	1.33333333333333
PF04176	1	1.33333333333333
PF04177	1.13333333333333	2
PF04178	3.66666666666667	8.33333333333333
PF04180	1.06666666666667	1
PF04181	1.06666666666667	1
PF04182	1	1
PF04183	0.333333333333333	1.66666666666667
PF04184	0.8	2
PF04185	0.933333333333333	3
PF04188	1.13333333333333	1
PF04189	0.933333333333333	1.33333333333333
PF04190	1.13333333333333	1
PF04191	1.33333333333333	5
PF04192	0.933333333333333	1.33333333333333
PF04193	8	19
PF04194	1.66666666666667	1.33333333333333
PF04199	1.66666666666667	2.66666666666667
PF04201	1.2	2.66666666666667
PF04209	0.866666666666667	1.33333333333333
PF04212	4.4	14.3333333333333
PF04218	4.8	6
PF04227	1.06666666666667	1.33333333333333
PF04229	0.0666666666666667	1.33333333333333
PF04230	0.466666666666667	0.666666666666667
PF04236	0.333333333333333	1
PF04241	1.13333333333333	2.33333333333333
PF04248	0.266666666666667	3.66666666666667
PF04253	2.26666666666667	9.66666666666667
PF04258	2.86666666666667	6
PF04261	0.933333333333333	1.66666666666667
PF04263	1.06666666666667	1.66666666666667
PF04265	1	1.33333333333333
PF04266	0.866666666666667	2.66666666666667
PF04275	0.6	2.33333333333333
PF04280	1.66666666666667	2.33333333333333
PF04281	1.06666666666667	3
PF04300	0.866666666666667	1
PF04321	1.2	1.33333333333333
PF04371	0.133333333333333	1
PF04376	1.06666666666667	1.33333333333333
PF04377	1	1.33333333333333
PF04379	1.13333333333333	1.66666666666667
PF04387	2.26666666666667	2.66666666666667
PF04388	0.4	1.33333333333333
PF04389	7.6	41.6666666666667
PF04402	0.466666666666667	1
PF04406	1.13333333333333	1
PF04408	12	25.3333333333333
PF04410	2.06666666666667	2
PF04418	1.06666666666667	2
PF04419	1.93333333333333	4.33333333333333
PF04420	0.866666666666667	1
PF04421	0.8	1.33333333333333
PF04424	1.33333333333333	2.33333333333333
PF04427	5.13333333333333	5.66666666666667
PF04430	1.06666666666667	1.66666666666667
PF04433	4.06666666666667	3.66666666666667
PF04434	11.2666666666667	7
PF04437	1.53333333333333	0.666666666666667
PF04438	3.73333333333333	4.66666666666667
PF04442	1.06666666666667	1
PF04444	0.2	0.666666666666667
PF04446	1.33333333333333	1
PF04450	0.8	2.33333333333333
PF04457	0.866666666666667	6.66666666666667
PF04478	0.0666666666666667	0.333333333333333
PF04479	0.866666666666667	2.66666666666667
PF04488	3.06666666666667	17.3333333333333
PF04493	0.866666666666667	6
PF04494	1.4	2.66666666666667
PF04495	0.866666666666667	2.33333333333333
PF04499	2.73333333333333	3
PF04500	6.66666666666667	70.3333333333333
PF04502	2.26666666666667	2.33333333333333
PF04503	0.666666666666667	0.333333333333333
PF04505	3.86666666666667	33.6666666666667
PF04506	1.13333333333333	2.33333333333333
PF04511	2.06666666666667	5.33333333333333
PF04515	3.26666666666667	10.3333333333333
PF04516	1.73333333333333	2
PF04525	3.06666666666667	13
PF04547	4.73333333333333	16
PF04548	5.66666666666667	24
PF04557	0.933333333333333	2.33333333333333
PF04558	1	2.33333333333333
PF04560	3.66666666666667	3.33333333333333
PF04561	3.73333333333333	3
PF04563	3.93333333333333	3.33333333333333
PF04564	12.0666666666667	56.6666666666667
PF04565	3.73333333333333	3
PF04566	2.6	2
PF04567	2.6	2
PF04568	1.13333333333333	2.33333333333333
PF04571	1.26666666666667	2.66666666666667
PF04572	1	2.66666666666667
PF04573	1.13333333333333	2.33333333333333
PF04577	5.13333333333333	26.3333333333333
PF04588	2.2	2.66666666666667
PF04592	0.2	0.666666666666667
PF04597	1.13333333333333	2
PF04603	0.733333333333333	1
PF04607	0.866666666666667	0.333333333333333
PF04614	1.06666666666667	1
PF04615	1.33333333333333	2
PF04616	0.6	11.3333333333333
PF04622	0.866666666666667	2
PF04628	2.06666666666667	2.33333333333333
PF04629	0.6	3.33333333333333
PF04632	0.0666666666666667	0.666666666666667
PF04641	1.46666666666667	1.33333333333333
PF04646	1.53333333333333	2
PF04652	1.86666666666667	1.66666666666667
PF04658	1.2	2
PF04664	0.666666666666667	3.33333333333333
PF04666	1.46666666666667	1.66666666666667
PF04667	1.53333333333333	1.66666666666667
PF04669	2.06666666666667	1
PF04670	2.13333333333333	11.6666666666667
PF04674	1.26666666666667	3
PF04675	3.06666666666667	5
PF04676	1.93333333333333	2
PF04677	1.93333333333333	1
PF04678	1.73333333333333	3.33333333333333
PF04679	2.66666666666667	4
PF04683	1.06666666666667	2.33333333333333
PF04685	1.26666666666667	4
PF04690	1.2	1
PF04695	1	1.33333333333333
PF04696	1	1
PF04699	1.4	2
PF04707	2.73333333333333	4
PF04710	0.866666666666667	2
PF04712	1.46666666666667	6
PF04714	0.8	2
PF04716	0.866666666666667	1
PF04718	1.53333333333333	2
PF04719	2.06666666666667	1
PF04721	1.53333333333333	1.33333333333333
PF04722	1.33333333333333	2.33333333333333
PF04724	1.33333333333333	2.66666666666667
PF04727	3.33333333333333	4.33333333333333
PF04729	1.26666666666667	1
PF04733	1.4	1
PF04734	1.13333333333333	2.33333333333333
PF04739	1.66666666666667	3.33333333333333
PF04749	7.06666666666667	31
PF04750	1.53333333333333	1.33333333333333
PF04752	1.53333333333333	3.33333333333333
PF04756	2.26666666666667	4
PF04757	2.26666666666667	4.33333333333333
PF04758	1.06666666666667	4.33333333333333
PF04762	1.2	2.33333333333333
PF04765	1.06666666666667	2.66666666666667
PF04774	2.46666666666667	2
PF04777	2.6	6.33333333333333
PF04784	2.73333333333333	3.33333333333333
PF04790	0.8	3.33333333333333
PF04791	3.26666666666667	4.66666666666667
PF04794	0.333333333333333	1.33333333333333
PF04799	0.866666666666667	2
PF04800	0.866666666666667	1.33333333333333
PF04801	1	2.33333333333333
PF04802	1.4	2.66666666666667
PF04810	4.53333333333333	7.66666666666667
PF04811	4.6	9.66666666666667
PF04814	0.933333333333333	2.33333333333333
PF04815	4.33333333333333	7.33333333333333
PF04818	4.53333333333333	4.66666666666667
PF04819	2	7.33333333333333
PF04820	0.133333333333333	1
PF04821	1.06666666666667	1
PF04824	2.13333333333333	3.66666666666667
PF04825	2.4	3.66666666666667
PF04826	1.13333333333333	2.66666666666667
PF04828	1.66666666666667	10.6666666666667
PF04832	6.26666666666667	3.66666666666667
PF04836	0.733333333333333	2
PF04840	1.4	3
PF04841	1.06666666666667	1.66666666666667
PF04845	1.4	2.33333333333333
PF04847	1.13333333333333	2.66666666666667
PF04849	0.866666666666667	2.33333333333333
PF04851	4.26666666666667	13.6666666666667
PF04855	1.73333333333333	4.66666666666667
PF04857	6.73333333333333	8.66666666666667
PF04858	0.666666666666667	1
PF04869	1	5.66666666666667
PF04874	0.866666666666667	1.33333333333333
PF04880	0.8	2
PF04882	1.66666666666667	1
PF04884	1.86666666666667	2
PF04885	0.6	2.33333333333333
PF04889	1.13333333333333	1.33333333333333
PF04893	3.6	7.33333333333333
PF04900	2	2
PF04904	0.6	1
PF04905	0.6	1
PF04908	1.13333333333333	5
PF04909	1.46666666666667	5.33333333333333
PF04910	1	1.33333333333333
PF04912	1	1
PF04916	1.6	5
PF04921	1.13333333333333	1.33333333333333
PF04922	1.26666666666667	1
PF04923	2.13333333333333	8
PF04925	0.866666666666667	1.33333333333333
PF04926	2.73333333333333	1.66666666666667
PF04928	2.8	7
PF04930	1.06666666666667	1.66666666666667
PF04931	0.933333333333333	1
PF04934	1.06666666666667	1.66666666666667
PF04935	1.06666666666667	1
PF04937	2.06666666666667	2
PF04938	1.13333333333333	1
PF04939	1.06666666666667	2
PF04950	2.06666666666667	8
PF04959	1.26666666666667	2.33333333333333
PF04961	0.466666666666667	3.33333333333333
PF04968	1.6	2
PF04969	7.33333333333333	21
PF04970	2.53333333333333	14.3333333333333
PF04979	1.6	4.33333333333333
PF04981	1	1
PF04982	0.4	2.33333333333333
PF04983	3.46666666666667	7.66666666666667
PF04987	1.53333333333333	1
PF04990	1.13333333333333	3.66666666666667
PF04991	1.86666666666667	21.6666666666667
PF04992	1.26666666666667	3.66666666666667
PF04997	3.53333333333333	6.33333333333333
PF04998	4	11.6666666666667
PF05000	3.46666666666667	5.66666666666667
PF05002	1.46666666666667	4.33333333333333
PF05004	1.33333333333333	2.33333333333333
PF05005	0.8	5
PF05007	1.06666666666667	1
PF05010	0.8	2
PF05011	1.2	1.33333333333333
PF05014	0.2	1.33333333333333
PF05018	1.86666666666667	6.66666666666667
PF05019	1.06666666666667	1
PF05020	0.866666666666667	2.33333333333333
PF05021	1.2	2.33333333333333
PF05022	0.933333333333333	0.666666666666667
PF05023	0.933333333333333	3.66666666666667
PF05024	0.933333333333333	1
PF05025	0.4	1.33333333333333
PF05026	1	2.33333333333333
PF05028	1.73333333333333	17.6666666666667
PF05029	1.13333333333333	1
PF05030	1.2	3
PF05033	4.26666666666667	7.33333333333333
PF05038	0.4	1.33333333333333
PF05041	1	1
PF05044	0.933333333333333	2
PF05046	0.866666666666667	1
PF05047	2.53333333333333	1.66666666666667
PF05049	1.46666666666667	7
PF05050	5.86666666666667	20.3333333333333
PF05051	1.13333333333333	1
PF05057	2.53333333333333	3.66666666666667
PF05060	1.06666666666667	2.33333333333333
PF05063	2.33333333333333	5.33333333333333
PF05064	0.933333333333333	1.33333333333333
PF05071	1.73333333333333	2
PF05076	0.533333333333333	1.33333333333333
PF05089	0.866666666666667	4.33333333333333
PF05090	0.733333333333333	1.33333333333333
PF05091	1.26666666666667	2.33333333333333
PF05093	1.46666666666667	3.33333333333333
PF05118	0.6	1
PF05127	1.13333333333333	1
PF05129	1.13333333333333	3
PF05131	1.06666666666667	1.33333333333333
PF05132	0.933333333333333	1
PF05139	0.133333333333333	3.33333333333333
PF05147	1.46666666666667	2.66666666666667
PF05148	1	2.33333333333333
PF05153	1.06666666666667	2
PF05154	2.8	10.6666666666667
PF05158	1.13333333333333	2
PF05160	0.866666666666667	1
PF05161	0.533333333333333	1
PF05162	0.666666666666667	0.333333333333333
PF05168	0.6	4
PF05172	0.866666666666667	2.66666666666667
PF05175	1.73333333333333	4.66666666666667
PF05178	0.866666666666667	1.33333333333333
PF05179	1.06666666666667	1
PF05180	1.46666666666667	1.33333333333333
PF05181	0.8	1.66666666666667
PF05182	0.933333333333333	2.33333333333333
PF05183	2.6	51.6666666666667
PF05184	7.8	14.3333333333333
PF05185	1.13333333333333	1.33333333333333
PF05186	2.8	10.6666666666667
PF05187	0.866666666666667	1
PF05188	3.33333333333333	2.33333333333333
PF05189	1.6	3.33333333333333
PF05190	3.26666666666667	1.33333333333333
PF05191	1.93333333333333	3.33333333333333
PF05192	4.33333333333333	3.66666666666667
PF05193	9.66666666666667	19
PF05195	2.06666666666667	2.33333333333333
PF05197	1.06666666666667	2
PF05199	5.6	19.6666666666667
PF05205	0.8	1.33333333333333
PF05206	0.866666666666667	1.66666666666667
PF05207	1.66666666666667	1
PF05208	1.2	1
PF05212	1.46666666666667	1.66666666666667
PF05216	0.933333333333333	1
PF05219	0.6	2.66666666666667
PF05221	2.33333333333333	10
PF05222	1.6	3
PF05225	4.4	2.66666666666667
PF05236	1.33333333333333	1
PF05250	0.6	2
PF05251	0.733333333333333	2
PF05253	3	5.33333333333333
PF05254	1.2	1.33333333333333
PF05255	1.2	4.66666666666667
PF05270	0.2	2.66666666666667
PF05276	1.13333333333333	5.66666666666667
PF05281	0.533333333333333	1.66666666666667
PF05282	0.933333333333333	1
PF05283	0.466666666666667	2
PF05285	1.53333333333333	1
PF05291	1	1
PF05292	0.8	1.33333333333333
PF05301	0.733333333333333	3
PF05303	1.26666666666667	3.66666666666667
PF05327	1.53333333333333	1.66666666666667
PF05328	1	2.33333333333333
PF05334	0.533333333333333	2.33333333333333
PF05336	0.133333333333333	1.33333333333333
PF05346	1	1.33333333333333
PF05347	6.66666666666667	8.33333333333333
PF05348	1.26666666666667	2.33333333333333
PF05350	0.266666666666667	1.33333333333333
PF05351	1.26666666666667	4.66666666666667
PF05361	0.733333333333333	2
PF05362	2.46666666666667	1
PF05365	0.866666666666667	1
PF05368	4.73333333333333	22.6666666666667
PF05378	1.33333333333333	4.33333333333333
PF05383	4.73333333333333	8.33333333333333
PF05404	0.6	2.33333333333333
PF05405	0.933333333333333	2.66666666666667
PF05406	2.46666666666667	11
PF05426	0.0666666666666667	0.666666666666667
PF05434	0.866666666666667	2.33333333333333
PF05439	0.533333333333333	2
PF05450	0.933333333333333	3.66666666666667
PF05454	0.733333333333333	2
PF05456	0.666666666666667	2.33333333333333
PF05461	1.33333333333333	3
PF05470	1.46666666666667	2.33333333333333
PF05477	1.13333333333333	3.66666666666667
PF05478	1.53333333333333	0.333333333333333
PF05485	7.06666666666667	7
PF05486	0.866666666666667	2
PF05493	1.26666666666667	2
PF05497	1.13333333333333	2
PF05499	0.866666666666667	1
PF05502	1.46666666666667	2
PF05511	0.666666666666667	1
PF05517	1.06666666666667	4
PF05527	0.8	3
PF05529	1.33333333333333	3
PF05536	1	1
PF05551	0.333333333333333	6
PF05571	0.533333333333333	1
PF05572	0.666666666666667	2
PF05577	4.4	2.33333333333333
PF05600	0.866666666666667	4
PF05602	1.73333333333333	3.33333333333333
PF05603	0.933333333333333	2.33333333333333
PF05605	3.06666666666667	8
PF05608	1.8	5.33333333333333
PF05612	0.266666666666667	3
PF05615	1.13333333333333	1.66666666666667
PF05620	1.06666666666667	1.66666666666667
PF05622	1.6	3.33333333333333
PF05625	1.2	1
PF05630	0.0666666666666667	0.333333333333333
PF05631	1.33333333333333	7.66666666666667
PF05637	1.66666666666667	0.666666666666667
PF05644	1	0.666666666666667
PF05645	0.733333333333333	1.66666666666667
PF05648	2.2	4
PF05649	8.06666666666667	32.6666666666667
PF05652	0.733333333333333	1.66666666666667
PF05653	2.8	2.66666666666667
PF05667	0.666666666666667	2
PF05669	1.06666666666667	1.33333333333333
PF05670	1.93333333333333	2.66666666666667
PF05672	0.666666666666667	2.33333333333333
PF05676	0.933333333333333	1.66666666666667
PF05679	3.2	10.6666666666667
PF05680	0.666666666666667	1.33333333333333
PF05686	2.86666666666667	3.66666666666667
PF05691	1	1
PF05693	1.2	3
PF05694	1.13333333333333	3
PF05699	24.8	102.666666666667
PF05700	1.13333333333333	0.666666666666667
PF05705	3.06666666666667	1.33333333333333
PF05712	1.8	2
PF05719	0.933333333333333	2
PF05721	5.4	36.6666666666667
PF05724	1.86666666666667	1.66666666666667
PF05726	1.73333333333333	1
PF05729	10.8	33
PF05731	1.06666666666667	2.33333333333333
PF05739	9.06666666666667	15.3333333333333
PF05741	1.4	8
PF05742	1.4	2
PF05743	1.8	5.66666666666667
PF05746	1.93333333333333	4
PF05753	1	2.33333333333333
PF05761	2.66666666666667	8
PF05764	1.2	1
PF05769	1.06666666666667	2.66666666666667
PF05770	1.33333333333333	1
PF05773	6.6	20.3333333333333
PF05783	1.86666666666667	6.66666666666667
PF05786	1.2	4.33333333333333
PF05793	0.933333333333333	2.33333333333333
PF05794	1.46666666666667	1
PF05804	1.6	4.33333333333333
PF05808	0.133333333333333	0.333333333333333
PF05811	1.06666666666667	1
PF05817	1.2	2.33333333333333
PF05821	0.666666666666667	1
PF05822	1.2	2.33333333333333
PF05825	0.466666666666667	0.666666666666667
PF05827	0.8	2
PF05830	0.0666666666666667	0.333333333333333
PF05832	1.2	0.666666666666667
PF05833	1.06666666666667	1.33333333333333
PF05834	0.4	0.333333333333333
PF05835	1.06666666666667	7.33333333333333
PF05843	2.2	3.33333333333333
PF05856	0.933333333333333	2
PF05871	0.933333333333333	2
PF05873	1	3
PF05875	1.2	6.33333333333333
PF05879	0.666666666666667	6.33333333333333
PF05881	0.733333333333333	2
PF05889	0.666666666666667	1
PF05890	1	2
PF05891	1.06666666666667	1
PF05903	2.86666666666667	5.33333333333333
PF05907	1.13333333333333	1
PF05914	0.733333333333333	3.66666666666667
PF05915	1.2	2.66666666666667
PF05916	3.2	2
PF05918	1.33333333333333	1.33333333333333
PF05920	9.2	24
PF05934	0.466666666666667	1.66666666666667
PF05958	1.33333333333333	1
PF05960	0.6	4.33333333333333
PF05962	0.0666666666666667	1
PF05964	2.13333333333333	5
PF05965	2.4	5
PF05970	4.33333333333333	65.6666666666667
PF05971	1.13333333333333	1.33333333333333
PF05978	4.6	15.3333333333333
PF05983	1.06666666666667	1.66666666666667
PF05986	3.86666666666667	2.66666666666667
PF05994	1.26666666666667	1.33333333333333
PF05995	0.866666666666667	4.33333333333333
PF05997	1.13333333333333	1.33333333333333
PF06001	0.866666666666667	6.33333333333333
PF06003	1.73333333333333	9.33333333333333
PF06012	1.46666666666667	3.66666666666667
PF06017	2.93333333333333	6.33333333333333
PF06025	1.26666666666667	2
PF06026	1.4	1
PF06032	0.333333333333333	2.33333333333333
PF06041	0.0666666666666667	2.33333333333333
PF06046	1.33333333333333	1
PF06047	1	1.33333333333333
PF06052	0.733333333333333	1
PF06058	1.26666666666667	4.66666666666667
PF06068	2.33333333333333	4
PF06071	1.33333333333333	1.66666666666667
PF06080	0.466666666666667	1
PF06087	1.4	1
PF06093	1.13333333333333	1.33333333333333
PF06094	1.93333333333333	2.66666666666667
PF06098	0.666666666666667	2.66666666666667
PF06102	1.13333333333333	1
PF06105	0.8	1.66666666666667
PF06108	0.266666666666667	3
PF06110	1	2.66666666666667
PF06119	4.06666666666667	7.33333333333333
PF06127	0.8	4.33333333333333
PF06140	1.2	3.33333333333333
PF06148	1	1
PF06155	2	2
PF06159	1	1.33333333333333
PF06172	0.866666666666667	2.66666666666667
PF06179	1.2	1
PF06189	0.333333333333333	6
PF06201	2.13333333333333	12.3333333333333
PF06202	0.8	7.66666666666667
PF06209	0.733333333333333	1.33333333333333
PF06212	1	2
PF06218	1.26666666666667	1
PF06220	2.33333333333333	4
PF06221	1.06666666666667	1.66666666666667
PF06229	0.8	1.33333333333333
PF06237	1.13333333333333	14.3333333333333
PF06239	0.666666666666667	1.33333333333333
PF06241	0.4	5
PF06244	1.06666666666667	0.666666666666667
PF06246	0.933333333333333	3
PF06248	1	1
PF06268	2.4	8
PF06271	0.466666666666667	2
PF06276	0.333333333333333	1.33333333333333
PF06280	0.133333333333333	1
PF06283	0.133333333333333	0.333333333333333
PF06292	1.8	9.33333333333333
PF06293	0.733333333333333	0.666666666666667
PF06294	1.46666666666667	10.3333333333333
PF06297	1.46666666666667	2
PF06309	1.53333333333333	2.33333333333333
PF06311	0.533333333333333	1.66666666666667
PF06320	0.933333333333333	1.66666666666667
PF06325	4.06666666666667	8.33333333333333
PF06331	1.13333333333333	1
PF06333	1.06666666666667	2.66666666666667
PF06337	2.93333333333333	7.66666666666667
PF06342	0.466666666666667	0.333333333333333
PF06350	0.6	3.33333333333333
PF06367	4.26666666666667	5
PF06371	4.53333333333333	5.66666666666667
PF06372	0.466666666666667	1.33333333333333
PF06374	0.466666666666667	1
PF06375	0.6	9.33333333333333
PF06384	0.533333333333333	0.666666666666667
PF06391	0.933333333333333	1
PF06396	0.333333333333333	2
PF06398	0.733333333333333	0.666666666666667
PF06399	0.6	2.66666666666667
PF06413	0.733333333333333	0.333333333333333
PF06417	0.933333333333333	3
PF06418	1.86666666666667	3
PF06419	1.06666666666667	0.666666666666667
PF06421	0.933333333333333	1
PF06423	1.06666666666667	1
PF06424	1	1.33333333333333
PF06427	1	1.33333333333333
PF06428	1	2.66666666666667
PF06432	1.06666666666667	1
PF06441	1.33333333333333	3.33333333333333
PF06456	2.4	8
PF06459	0.666666666666667	3.33333333333333
PF06461	1	2
PF06462	5.06666666666667	1.33333333333333
PF06463	1.06666666666667	1
PF06464	0.933333333333333	1.33333333333333
PF06465	1.26666666666667	2
PF06466	0.866666666666667	1
PF06468	1.26666666666667	3.33333333333333
PF06469	0.6	7
PF06470	4.2	8.66666666666667
PF06472	2.73333333333333	9.33333333333333
PF06480	1.86666666666667	1
PF06482	0.866666666666667	2.33333333333333
PF06487	1.2	1
PF06522	1.4	2
PF06524	0.4	1
PF06534	0.533333333333333	1
PF06535	0.533333333333333	0.666666666666667
PF06544	1.86666666666667	2
PF06553	0.466666666666667	3.33333333333333
