PFAM	UniProt	BRACP
PF01968	1.28571428571429	1
PF01974	2.07142857142857	2
PF01979	6.92857142857143	8
PF01981	2.35714285714286	3
PF01984	0.928571428571429	1
PF01990	1.21428571428571	1
PF01991	1.57142857142857	1
PF01992	1.5	1
PF02002	1.21428571428571	2
PF02005	2.07142857142857	1
PF02008	1.92857142857143	1
PF02010	3.35714285714286	11
PF02014	4.42857142857143	6
PF02017	1.14285714285714	1
PF02019	0.928571428571429	1
PF02020	4.07142857142857	4
PF02026	3.07142857142857	3
PF02036	2.85714285714286	5
PF02037	11.1428571428571	12
PF02045	2.21428571428571	2
PF02046	0.857142857142857	1
PF02055	1.28571428571429	1
PF02064	0.857142857142857	1
PF02077	1.14285714285714	1
PF02089	2.14285714285714	2
PF02095	0.285714285714286	5
PF02096	2	1
PF02099	1.64285714285714	3
PF02100	0.928571428571429	1
PF02104	1.14285714285714	2
PF02109	1	1
PF02114	2.07142857142857	2
PF02115	1.42857142857143	1
PF02121	2.35714285714286	6
PF02127	1.07142857142857	1
PF02129	0.142857142857143	3
PF02135	4.07142857142857	1
PF02136	4.78571428571429	4
PF02137	2.57142857142857	3
PF02138	5.07142857142857	6
PF02140	16.5	31
PF02141	5.35714285714286	7
PF02142	2.21428571428571	1
PF02144	1.07142857142857	1
PF02145	3.64285714285714	6
PF02146	6	10
PF02148	6.64285714285714	6
PF02149	3.07142857142857	1
PF02150	2.14285714285714	1
PF02157	0.642857142857143	4
PF02167	1.21428571428571	1
PF02170	7.92857142857143	10
PF02171	7.5	11
PF02172	1.28571428571429	2
PF02174	3.42857142857143	2
PF02176	4.28571428571429	3
PF02177	0.714285714285714	1
PF02178	4.5	10
PF02179	2.57142857142857	1
PF02181	10.1428571428571	8
PF02183	3.42857142857143	1
PF02184	1.71428571428571	1
PF02185	2.35714285714286	4
PF02186	1	1
PF02187	2.21428571428571	2
PF02188	3.14285714285714	7
PF02190	3.5	4
PF02191	2	3
PF02192	0.928571428571429	3
PF02194	2.35714285714286	4
PF02196	1.57142857142857	2
PF02197	2.35714285714286	2
PF02199	1.21428571428571	2
PF02201	5.07142857142857	2
PF02204	4.5	3
PF02205	4.21428571428571	1
PF02207	3.92857142857143	2
PF02209	3.35714285714286	3
PF02210	26.5714285714286	28
PF02212	4.42857142857143	3
PF02213	2.78571428571429	2
PF02214	22.6428571428571	26
PF02218	3.28571428571429	3
PF02219	1.14285714285714	1
PF02221	4.92857142857143	10
PF02223	1.21428571428571	1
PF02225	9.85714285714286	5
PF02229	1.21428571428571	1
PF02230	2.78571428571429	1
PF02233	0.642857142857143	1
PF02234	1.85714285714286	2
PF02238	1	1
PF02244	3.5	8
PF02245	0.357142857142857	1
PF02251	0.571428571428571	1
PF02252	0.785714285714286	1
PF02254	0.5	1
PF02259	3.78571428571429	5
PF02260	4.21428571428571	5
PF02262	0.785714285714286	1
PF02263	4	7
PF02267	0.571428571428571	1
PF02268	1.21428571428571	2
PF02269	1.5	3
PF02270	1.07142857142857	1
PF02271	1.42857142857143	1
PF02274	1.64285714285714	1
PF02275	0.857142857142857	3
PF02284	0.785714285714286	1
PF02290	0.928571428571429	1
PF02291	1	1
PF02296	1.21428571428571	2
PF02297	2.28571428571429	2
PF02301	3.35714285714286	2
PF02310	1	3
PF02318	2.71428571428571	3
PF02319	4.71428571428571	3
PF02320	1.35714285714286	1
PF02330	2.21428571428571	1
PF02338	8.42857142857143	10
PF02347	2.5	2
PF02350	0.214285714285714	2
PF02358	4.35714285714286	3
PF02359	1.85714285714286	3
PF02373	9.14285714285714	4
PF02374	1.35714285714286	1
PF02375	4.21428571428571	2
PF02376	3.78571428571429	5
PF02377	0.785714285714286	1
PF02383	5.07142857142857	8
PF02390	1.28571428571429	1
PF02391	1	1
PF02403	1.57142857142857	1
PF02410	1.07142857142857	1
PF02434	5.5	3
PF02436	0.785714285714286	1
PF02437	2.07142857142857	3
PF02441	1.07142857142857	1
PF02450	3.28571428571429	2
PF02453	4.64285714285714	1
PF02460	9.5	10
PF02463	6.42857142857143	6
PF02466	6.78571428571429	4
PF02469	12.7857142857143	4
PF02475	2	2
PF02485	9.64285714285714	9
PF02487	1.35714285714286	4
PF02492	2.21428571428571	1
PF02493	45.8571428571429	135
PF02515	1.64285714285714	1
PF02516	1.78571428571429	2
PF02517	2.07142857142857	1
PF02518	10.9285714285714	7
PF02535	13.2857142857143	19
PF02536	8.85714285714286	2
PF02538	1.07142857142857	1
PF02540	1.71428571428571	1
PF02544	4	2
PF02545	1.28571428571429	1
PF02574	3.5	2
PF02580	1.5	2
PF02582	1.57142857142857	1
PF02585	1.21428571428571	1
PF02594	0.714285714285714	1
PF02598	0.928571428571429	1
PF02602	1.14285714285714	1
PF02607	0.428571428571429	1
PF02615	1	1
PF02617	1	1
PF02628	1	1
PF02629	2.07142857142857	2
PF02630	1.14285714285714	1
PF02636	1.35714285714286	1
PF02637	0.714285714285714	1
PF02638	0.785714285714286	1
PF02661	0.928571428571429	3
PF02666	2	1
PF02668	4.85714285714286	11
PF02671	7.07142857142857	3
PF02676	0.714285714285714	1
PF02678	2	1
PF02689	0.285714285714286	3
PF02690	1.92857142857143	18
PF02696	1.07142857142857	1
PF02709	4	23
PF02714	3.92857142857143	1
PF02724	1.57142857142857	1
PF02729	1.64285714285714	1
PF02731	1.07142857142857	1
PF02732	3.14285714285714	2
PF02733	1.21428571428571	1
PF02734	1.14285714285714	1
PF02735	2.21428571428571	2
PF02736	5.85714285714286	7
PF02737	3.78571428571429	3
PF02738	4.07142857142857	7
PF02744	0.785714285714286	1
PF02747	1.28571428571429	2
PF02751	1.28571428571429	2
PF02752	8	11
PF02755	3.57142857142857	3
PF02759	6.57142857142857	10
PF02761	0.928571428571429	2
PF02762	0.857142857142857	1
PF02765	0.785714285714286	1
PF02769	3.85714285714286	1
PF02770	10.7142857142857	10
PF02771	7.35714285714286	9
PF02772	1.78571428571429	5
PF02773	1.78571428571429	4
PF02775	3.5	3
PF02776	3.5	3
PF02777	2.28571428571429	2
PF02779	6.28571428571429	5
PF02780	4.35714285714286	3
PF02781	2.21428571428571	2
PF02782	3.42857142857143	3
PF02784	2.14285714285714	2
PF02785	3.5	4
PF02786	6.35714285714286	6
PF02787	1.42857142857143	1
PF02791	2.78571428571429	1
PF02792	1.14285714285714	1
PF02793	5.28571428571429	4
PF02798	21.1428571428571	16
PF02799	1.21428571428571	1
PF02800	2.64285714285714	1
PF02801	7.5	2
PF02803	4.71428571428571	3
PF02806	2.35714285714286	3
PF02807	2.85714285714286	4
PF02809	4.64285714285714	5
PF02812	1.85714285714286	1
PF02815	4.07142857142857	6
PF02816	3.64285714285714	6
PF02817	3	2
PF02820	7.28571428571429	9
PF02822	7.85714285714286	4
PF02823	1.14285714285714	1
PF02824	3.42857142857143	3
PF02825	4.35714285714286	3
PF02826	6.07142857142857	5
PF02828	3.35714285714286	2
PF02833	0.857142857142857	1
PF02840	1.21428571428571	1
PF02845	4.42857142857143	5
PF02847	6.57142857142857	4
PF02852	3.78571428571429	2
PF02854	8.14285714285714	7
PF02862	2.64285714285714	5
PF02866	4.85714285714286	2
PF02867	1.35714285714286	2
PF02872	1.85714285714286	4
PF02874	5.5	5
PF02877	2.42857142857143	6
PF02878	4	4
PF02879	2.57142857142857	2
PF02880	2.85714285714286	1
PF02881	2.57142857142857	2
PF02882	2.42857142857143	3
PF02883	4.07142857142857	4
PF02885	0.571428571428571	1
PF02887	3.42857142857143	1
PF02888	1.35714285714286	2
PF02889	7	8
PF02891	2.92857142857143	2
PF02892	5.35714285714286	19
PF02893	8.28571428571429	8
PF02894	1.14285714285714	1
PF02897	1.85714285714286	1
PF02898	0.642857142857143	7
PF02900	0.571428571428571	1
PF02902	8.92857142857143	33
PF02906	1.14285714285714	1
PF02910	1.64285714285714	2
PF02911	1.57142857142857	1
PF02913	2.42857142857143	3
PF02919	1.14285714285714	1
PF02921	1.21428571428571	1
PF02922	1.64285714285714	1
PF02926	1.57142857142857	1
PF02931	40.2857142857143	45
PF02932	34.9285714285714	28
PF02933	2.14285714285714	3
PF02934	0.928571428571429	1
PF02935	0.714285714285714	1
PF02936	1	1
PF02937	0.785714285714286	1
PF02939	0.785714285714286	1
PF02953	4.92857142857143	5
PF02958	5.5	1
PF02961	0.785714285714286	4
PF02965	0.428571428571429	1
PF02966	1.57142857142857	1
PF02969	1.57142857142857	2
PF02970	1.14285714285714	1
PF02971	0.428571428571429	1
PF02978	1.5	1
PF02984	10.1428571428571	8
PF02985	5.42857142857143	6
PF02990	5.57142857142857	5
PF02991	3.35714285714286	6
PF02992	0.785714285714286	2
PF02995	4.21428571428571	23
PF02996	3.5	4
PF03006	5.78571428571429	6
PF03009	5.28571428571429	3
PF03015	3.5	4
PF03016	7.71428571428571	4
PF03020	1.71428571428571	4
PF03024	2.64285714285714	2
PF03028	7.07142857142857	15
PF03029	3.21428571428571	5
PF03031	9	5
PF03034	1.71428571428571	1
PF03036	1.07142857142857	2
PF03054	1	1
PF03055	4.28571428571429	4
PF03061	5.07142857142857	1
PF03062	6.64285714285714	8
PF03066	0.428571428571429	1
PF03067	1.57142857142857	7
PF03071	1.92857142857143	2
PF03073	1	3
PF03074	1	2
PF03079	1.78571428571429	1
PF03081	6.5	1
PF03083	8.14285714285714	2
PF03088	3.35714285714286	3
PF03095	1.64285714285714	1
PF03096	2.14285714285714	3
PF03097	3.78571428571429	5
PF03098	9.64285714285714	22
PF03099	2.64285714285714	2
PF03104	4.78571428571429	5
PF03105	6.85714285714286	1
PF03106	14.9285714285714	1
PF03107	51.6428571428571	1
PF03109	5.57142857142857	2
PF03114	5.28571428571429	6
PF03118	0.142857142857143	1
PF03124	2.71428571428571	1
PF03126	2.07142857142857	1
PF03127	3.21428571428571	2
PF03129	6.07142857142857	5
PF03131	2.42857142857143	3
PF03133	6.64285714285714	13
PF03134	4.85714285714286	3
PF03137	8.35714285714286	7
PF03142	3.35714285714286	3
PF03143	6.14285714285714	4
PF03144	13	9
PF03145	3.35714285714286	1
PF03146	0.5	1
PF03147	1.07142857142857	1
PF03148	3.85714285714286	5
PF03151	11.2857142857143	6
PF03152	1.42857142857143	1
PF03153	2.5	2
PF03155	2.07142857142857	3
PF03159	2.57142857142857	1
PF03160	12.5714285714286	9
PF03164	1.28571428571429	1
PF03165	3.28571428571429	5
PF03166	3.57142857142857	6
PF03167	2.35714285714286	2
PF03171	18.2142857142857	6
PF03175	12.2857142857143	1
PF03177	1.64285714285714	1
PF03178	3.42857142857143	3
PF03179	1.5	2
PF03184	6.78571428571429	23
PF03185	1.64285714285714	2
PF03188	6.14285714285714	10
PF03189	4.57142857142857	2
PF03194	2.28571428571429	2
PF03199	1.5	3
PF03200	1.57142857142857	1
PF03208	3.71428571428571	2
PF03215	1.07142857142857	1
PF03221	4.92857142857143	41
PF03223	1.28571428571429	1
PF03224	1.21428571428571	3
PF03226	4	4
PF03227	2.35714285714286	2
PF03232	0.857142857142857	1
PF03234	0.714285714285714	1
PF03250	1	1
PF03256	2.21428571428571	1
PF03259	2	2
PF03261	0.928571428571429	1
PF03265	2.64285714285714	1
PF03266	0.714285714285714	1
PF03269	0.642857142857143	2
PF03271	1.92857142857143	1
PF03281	3.35714285714286	1
PF03283	3	1
PF03291	1.42857142857143	1
PF03297	1.28571428571429	1
PF03298	0.785714285714286	1
PF03299	1.07142857142857	2
PF03301	0.857142857142857	2
PF03308	0.642857142857143	1
PF03311	2.07142857142857	1
PF03328	1.07142857142857	2
PF03332	1.35714285714286	1
PF03343	1.35714285714286	1
PF03345	0.928571428571429	1
PF03348	2.5	3
PF03351	9.28571428571429	24
PF03357	9.71428571428571	10
PF03358	1.42857142857143	4
PF03359	1.42857142857143	3
PF03360	2.64285714285714	8
PF03364	1.71428571428571	1
PF03366	2.78571428571429	2
PF03367	2.07142857142857	3
PF03368	1.64285714285714	2
PF03370	1.85714285714286	1
PF03371	1.78571428571429	2
PF03372	21	19
PF03378	1	1
PF03381	2.21428571428571	4
PF03385	2.07142857142857	5
PF03388	1.78571428571429	3
PF03398	2.78571428571429	2
PF03399	3	3
PF03404	1.85714285714286	1
PF03407	4.14285714285714	2
PF03416	2.14285714285714	2
PF03417	0.714285714285714	3
PF03435	2.21428571428571	2
PF03439	1.42857142857143	1
PF03441	1.64285714285714	3
PF03446	4.14285714285714	2
PF03447	1	1
PF03450	2.92857142857143	5
PF03451	2.85714285714286	5
PF03453	1	1
PF03454	0.714285714285714	1
PF03455	2.78571428571429	1
PF03456	4.5	7
PF03462	1.64285714285714	1
PF03463	2.28571428571429	2
PF03464	2.28571428571429	2
PF03465	2.42857142857143	4
PF03467	1.07142857142857	1
PF03473	2.85714285714286	3
PF03476	2.78571428571429	3
PF03477	1.07142857142857	1
PF03479	4.28571428571429	1
PF03483	1.28571428571429	1
PF03484	0.928571428571429	1
PF03485	0.857142857142857	1
PF03489	7.35714285714286	14
PF03493	3.35714285714286	3
PF03501	1.64285714285714	1
PF03517	1	1
PF03520	1.35714285714286	3
PF03522	5.71428571428571	6
PF03528	0.714285714285714	1
PF03530	1.5	1
PF03531	1.07142857142857	1
PF03540	1	1
PF03542	0.714285714285714	1
PF03547	4.07142857142857	1
PF03556	2.21428571428571	1
PF03567	7.35714285714286	5
PF03568	1.57142857142857	1
PF03575	0.214285714285714	1
PF03587	0.857142857142857	1
PF03600	1.64285714285714	1
PF03604	1.14285714285714	1
PF03607	4.92857142857143	3
PF03619	4.28571428571429	2
PF03630	2.57142857142857	3
PF03632	1.14285714285714	1
PF03635	1.28571428571429	2
PF03637	4.07142857142857	4
PF03638	3.85714285714286	2
PF03639	0.714285714285714	1
PF03643	1.92857142857143	2
PF03644	1	1
PF03645	4.28571428571429	10
PF03647	2	1
PF03650	2.5	2
PF03656	1.28571428571429	1
PF03657	0.928571428571429	1
PF03660	1.07142857142857	1
PF03661	1.14285714285714	1
PF03665	0.928571428571429	1
PF03666	1	1
PF03669	1.14285714285714	1
PF03670	0.357142857142857	1
PF03671	0.642857142857143	1
PF03676	1.14285714285714	1
PF03690	1.35714285714286	1
PF03712	5.42857142857143	12
PF03715	1.35714285714286	1
PF03719	2.5	2
PF03720	1.5	1
PF03721	1.71428571428571	1
PF03725	4.07142857142857	4
PF03726	0.642857142857143	1
PF03727	3.5	2
PF03730	1.5	1
PF03731	1.92857142857143	2
PF03732	3	32
PF03735	1.57142857142857	1
PF03747	2.35714285714286	2
PF03762	1.64285714285714	7
PF03764	4	4
PF03770	3.42857142857143	2
PF03781	1.5	3
PF03782	1.64285714285714	6
PF03792	1.35714285714286	1
PF03798	9	9
PF03800	0.714285714285714	1
PF03803	3.21428571428571	11
PF03807	2.35714285714286	4
PF03810	9.78571428571429	11
PF03813	0.857142857142857	1
PF03820	2.14285714285714	2
PF03826	3.28571428571429	1
PF03828	5.14285714285714	8
PF03834	1	1
PF03835	1.14285714285714	2
PF03836	1.14285714285714	1
PF03839	0.785714285714286	1
PF03847	1.21428571428571	1
PF03849	1	2
PF03850	1.14285714285714	1
PF03853	1.42857142857143	1
PF03859	1.42857142857143	1
PF03870	1.14285714285714	1
PF03871	1.5	1
PF03874	2.14285714285714	2
PF03876	2.78571428571429	2
PF03878	1.14285714285714	1
PF03879	0.714285714285714	1
PF03896	1	1
PF03900	0.857142857142857	1
PF03901	4.71428571428571	3
PF03908	1.35714285714286	1
PF03909	3.78571428571429	3
PF03911	1.21428571428571	1
PF03914	2.85714285714286	3
PF03915	1.35714285714286	1
PF03917	1.85714285714286	4
PF03919	1.57142857142857	1
PF03920	1	1
PF03931	6.78571428571429	2
PF03932	0.714285714285714	1
PF03937	1.14285714285714	1
PF03939	1.35714285714286	1
PF03941	1.07142857142857	2
PF03942	1.42857142857143	1
PF03943	1	3
PF03946	2.14285714285714	3
PF03947	2.57142857142857	2
PF03949	3.07142857142857	3
PF03950	2.21428571428571	2
PF03951	2	2
PF03952	2	1
PF03953	16	15
PF03959	1.78571428571429	3
PF03962	0.642857142857143	1
PF03966	1.42857142857143	1
PF03969	1.57142857142857	1
PF03981	1.07142857142857	1
PF03982	3.85714285714286	1
PF03985	1.07142857142857	1
PF03986	1.14285714285714	1
PF03987	1.92857142857143	2
PF03997	1.14285714285714	2
PF03998	1	1
PF03999	2.92857142857143	2
PF04000	1.92857142857143	2
PF04003	2.85714285714286	3
PF04004	1.21428571428571	1
PF04005	1.07142857142857	2
PF04006	1.57142857142857	2
PF04030	2.28571428571429	1
PF04031	1	1
PF04032	1.14285714285714	1
PF04034	0.928571428571429	1
PF04037	1.07142857142857	1
PF04042	2.85714285714286	4
PF04045	1.14285714285714	1
PF04046	1.85714285714286	2
PF04049	0.928571428571429	1
PF04050	1	1
PF04051	3.14285714285714	4
PF04053	2.64285714285714	3
PF04054	1.14285714285714	1
PF04055	6.92857142857143	8
PF04056	1.07142857142857	1
PF04057	1.28571428571429	1
PF04061	1.35714285714286	1
PF04062	1.14285714285714	1
PF04063	1	1
PF04064	1	1
PF04065	1.21428571428571	1
PF04068	1.78571428571429	2
PF04072	1.85714285714286	2
PF04073	0.785714285714286	1
PF04078	1.85714285714286	1
PF04080	1.35714285714286	1
PF04081	0.714285714285714	1
PF04083	3.57142857142857	1
PF04084	1	1
PF04086	1.07142857142857	1
PF04088	0.714285714285714	1
PF04091	1.5	1
PF04095	1.21428571428571	1
PF04096	1.35714285714286	1
PF04097	1.28571428571429	1
PF04099	2.07142857142857	2
PF04100	1.28571428571429	1
PF04101	1.71428571428571	1
PF04104	1.14285714285714	1
PF04106	1.07142857142857	1
PF04109	1.07142857142857	1
PF04110	1	1
PF04111	1.35714285714286	1
PF04112	1.21428571428571	1
PF04113	1	1
PF04114	1.21428571428571	1
PF04116	7.35714285714286	2
PF04117	4.64285714285714	4
PF04118	0.928571428571429	1
PF04121	1.28571428571429	1
PF04124	1.07142857142857	2
PF04127	1.92857142857143	2
PF04129	1.57142857142857	2
PF04130	4.85714285714286	10
PF04133	1.21428571428571	1
PF04135	0.928571428571429	1
PF04136	1	1
PF04137	1.28571428571429	1
PF04139	1	1
PF04140	1.35714285714286	1
PF04142	3.64285714285714	4
PF04143	0.5	2
PF04144	2.21428571428571	1
PF04145	4.42857142857143	3
PF04146	3.57142857142857	4
PF04147	1.35714285714286	2
PF04148	0.785714285714286	1
PF04152	1.07142857142857	1
PF04153	2.71428571428571	2
PF04157	2.28571428571429	2
PF04158	0.928571428571429	1
PF04161	1.07142857142857	1
PF04176	1	1
PF04177	1.14285714285714	1
PF04178	3.71428571428571	3
PF04180	1	2
PF04181	1.07142857142857	1
PF04182	1	1
PF04184	0.714285714285714	2
PF04188	1.14285714285714	1
PF04189	0.928571428571429	1
PF04190	1.07142857142857	2
PF04192	0.928571428571429	1
PF04193	8.14285714285714	6
PF04194	1.71428571428571	1
PF04201	1.14285714285714	2
PF04209	0.857142857142857	1
PF04212	4.28571428571429	6
PF04218	2.35714285714286	39
PF04227	1.07142857142857	1
PF04230	0.428571428571429	1
PF04241	1.14285714285714	1
PF04253	2.28571428571429	2
PF04258	2.85714285714286	3
PF04263	1.07142857142857	1
PF04266	0.857142857142857	1
PF04280	1.64285714285714	2
PF04281	1.07142857142857	1
PF04300	0.714285714285714	3
PF04305	0.357142857142857	2
PF04321	1.21428571428571	1
PF04376	1.07142857142857	1
PF04377	1	1
PF04379	1.14285714285714	1
PF04387	2.28571428571429	2
PF04389	7.78571428571429	5
PF04402	0.428571428571429	1
PF04406	1.14285714285714	1
PF04408	12	12
PF04410	2.07142857142857	2
PF04418	1.07142857142857	1
PF04419	2	1
PF04420	0.857142857142857	1
PF04421	0.785714285714286	1
PF04424	1.35714285714286	1
PF04427	5.14285714285714	5
PF04430	1.07142857142857	1
PF04433	4.21428571428571	2
PF04434	7.92857142857143	58
PF04437	1.42857142857143	3
PF04438	3.78571428571429	3
PF04442	1.07142857142857	1
PF04457	0.785714285714286	2
PF04488	2.85714285714286	6
PF04493	0.785714285714286	2
PF04494	1.42857142857143	1
PF04495	0.857142857142857	1
PF04499	2.78571428571429	2
PF04500	3.85714285714286	46
PF04502	2.28571428571429	2
PF04505	3.5	9
PF04506	1.14285714285714	1
PF04511	2.07142857142857	2
PF04515	3.28571428571429	3
PF04516	1.71428571428571	2
PF04547	4	15
PF04548	5.92857142857143	2
PF04557	0.928571428571429	1
PF04558	1	1
PF04560	3.78571428571429	2
PF04561	3.78571428571429	3
PF04563	3.85714285714286	5
PF04564	12.5714285714286	5
PF04565	3.78571428571429	3
PF04566	2.64285714285714	2
PF04567	2.64285714285714	2
PF04568	1.07142857142857	2
PF04571	1.28571428571429	1
PF04572	0.857142857142857	3
PF04573	1.14285714285714	1
PF04577	5.14285714285714	5
PF04587	0.714285714285714	1
PF04588	2.14285714285714	3
PF04597	1.14285714285714	1
PF04603	0.714285714285714	1
PF04614	1.07142857142857	1
PF04615	1.28571428571429	2
PF04627	1	1
PF04628	2.07142857142857	2
PF04636	0.785714285714286	2
PF04641	1.5	1
PF04652	1.92857142857143	1
PF04658	1.21428571428571	1
PF04664	0.642857142857143	1
PF04666	1.35714285714286	3
PF04669	2.14285714285714	1
PF04670	1.85714285714286	6
PF04675	3	4
PF04676	1.92857142857143	2
PF04677	1.92857142857143	2
PF04678	1.78571428571429	1
PF04679	2.64285714285714	3
PF04683	1.07142857142857	1
PF04685	1.21428571428571	2
PF04696	1	1
PF04699	1.42857142857143	1
PF04707	2.78571428571429	2
PF04710	0.857142857142857	1
PF04712	1.42857142857143	2
PF04714	0.714285714285714	2
PF04716	0.857142857142857	1
PF04718	1.57142857142857	1
PF04719	2.14285714285714	1
PF04721	1.57142857142857	1
PF04722	1.35714285714286	1
PF04727	3.5	1
PF04729	1.28571428571429	1
PF04733	1.42857142857143	1
PF04739	1.71428571428571	1
PF04749	6.07142857142857	21
PF04750	1.5	2
PF04752	1.57142857142857	1
PF04756	2.28571428571429	2
PF04757	2.28571428571429	2
PF04758	1.07142857142857	1
PF04762	1.21428571428571	1
PF04774	2.57142857142857	1
PF04777	2.57142857142857	3
PF04784	2.78571428571429	2
PF04791	3.21428571428571	4
PF04799	0.785714285714286	2
PF04800	0.857142857142857	1
PF04801	1	1
PF04802	1.42857142857143	1
PF04810	4.42857142857143	6
PF04811	4.71428571428571	3
PF04814	0.928571428571429	1
PF04815	4.42857142857143	3
PF04818	4.57142857142857	4
PF04819	1.92857142857143	3
PF04821	1.07142857142857	1
PF04824	2.21428571428571	1
PF04825	2.5	1
PF04832	6.42857142857143	4
PF04836	0.714285714285714	1
PF04840	1.35714285714286	2
PF04841	1.07142857142857	1
PF04845	1.42857142857143	1
PF04847	1.14285714285714	1
PF04849	0.857142857142857	1
PF04851	4.14285714285714	6
PF04855	1.71428571428571	2
PF04857	6.78571428571429	6
PF04858	0.642857142857143	1
PF04869	1	1
PF04874	0.857142857142857	1
PF04880	0.785714285714286	1
PF04882	1.64285714285714	2
PF04884	1.92857142857143	1
PF04889	1.14285714285714	1
PF04893	3.57142857142857	4
PF04898	1.07142857142857	1
PF04900	2	2
PF04904	0.571428571428571	1
PF04906	0.857142857142857	1
PF04908	1.14285714285714	1
PF04909	1.5	1
PF04910	1	1
PF04912	1	1
PF04916	1.57142857142857	2
PF04921	1.14285714285714	1
PF04922	1.21428571428571	2
PF04923	1.92857142857143	5
PF04925	0.857142857142857	1
PF04926	2.78571428571429	2
PF04928	2.71428571428571	4
PF04930	1.07142857142857	1
PF04931	0.928571428571429	1
PF04934	1.07142857142857	1
PF04935	1.07142857142857	1
PF04937	1.85714285714286	5
PF04938	1.14285714285714	1
PF04939	1.07142857142857	1
PF04950	2	3
PF04959	1.21428571428571	2
PF04961	0.428571428571429	1
PF04969	7.28571428571429	8
PF04970	2.5	3
PF04979	1.64285714285714	1
PF04981	1	1
PF04983	3.5	3
PF04987	1.5	2
PF04990	1.14285714285714	1
PF04991	1.71428571428571	4
PF04992	1.28571428571429	1
PF04997	3.57142857142857	3
PF04998	4.07142857142857	3
PF05000	3.5	3
PF05002	1.42857142857143	2
PF05004	1.35714285714286	1
PF05005	0.785714285714286	1
PF05007	1.07142857142857	1
PF05008	1.5	2
PF05010	0.714285714285714	2
PF05011	1.21428571428571	1
PF05018	1.78571428571429	3
PF05019	1.07142857142857	1
PF05020	0.857142857142857	1
PF05021	1.21428571428571	1
PF05022	0.928571428571429	1
PF05025	0.357142857142857	1
PF05026	1	1
PF05028	1.5	5
PF05029	1.14285714285714	1
PF05030	1.21428571428571	1
PF05038	0.357142857142857	1
PF05041	0.928571428571429	2
PF05044	0.928571428571429	1
PF05046	0.857142857142857	1
PF05047	2.57142857142857	2
PF05049	1.14285714285714	6
PF05050	5.42857142857143	12
PF05051	1.14285714285714	1
PF05057	2.57142857142857	2
PF05060	1	2
PF05063	2.42857142857143	1
PF05064	0.928571428571429	1
PF05071	1.78571428571429	1
PF05076	0.5	1
PF05089	0.857142857142857	1
PF05090	0.642857142857143	2
PF05091	1.28571428571429	1
PF05093	1.42857142857143	2
PF05127	1.14285714285714	1
PF05129	1.14285714285714	1
PF05131	1.07142857142857	1
PF05132	0.928571428571429	1
PF05147	1.5	1
PF05148	1	1
PF05154	2.71428571428571	4
PF05158	1.14285714285714	1
PF05160	0.857142857142857	1
PF05161	0.5	1
PF05162	0.642857142857143	1
PF05168	0.571428571428571	1
PF05172	0.857142857142857	1
PF05175	1.71428571428571	2
PF05178	0.857142857142857	1
PF05179	1.07142857142857	1
PF05180	1.5	1
PF05181	0.785714285714286	1
PF05182	0.928571428571429	1
PF05183	2.64285714285714	2
PF05184	7.57142857142857	11
PF05185	1.14285714285714	1
PF05186	2.71428571428571	4
PF05187	0.857142857142857	1
PF05188	3.35714285714286	3
PF05189	1.57142857142857	2
PF05190	3.21428571428571	4
PF05191	1.92857142857143	2
PF05192	4.35714285714286	4
PF05193	9.92857142857143	6
PF05195	2.07142857142857	2
PF05197	1.07142857142857	1
PF05198	0.428571428571429	1
PF05205	0.785714285714286	1
PF05206	0.857142857142857	1
PF05207	1.71428571428571	1
PF05208	1.21428571428571	1
PF05216	0.928571428571429	1
PF05219	0.571428571428571	1
PF05221	2.21428571428571	4
PF05222	1.57142857142857	2
PF05224	1	1
PF05225	4.28571428571429	6
PF05236	1.28571428571429	2
PF05250	0.571428571428571	1
PF05251	0.714285714285714	1
PF05253	2.85714285714286	5
PF05254	1.21428571428571	1
PF05255	1.21428571428571	1
PF05276	1.07142857142857	2
PF05281	0.5	1
PF05282	0.928571428571429	1
PF05285	1.57142857142857	1
PF05291	1	1
PF05292	0.785714285714286	1
PF05301	0.714285714285714	1
PF05303	1.21428571428571	2
PF05327	1.57142857142857	1
PF05328	1	1
PF05346	1	1
PF05347	6.71428571428571	6
PF05348	1.28571428571429	1
PF05351	1.21428571428571	2
PF05361	0.714285714285714	1
PF05362	2.57142857142857	1
PF05365	0.857142857142857	1
PF05368	5	1
PF05378	1.35714285714286	1
PF05383	4.71428571428571	5
PF05404	0.571428571428571	1
PF05405	0.928571428571429	1
PF05406	2.28571428571429	5
PF05427	0.642857142857143	1
PF05434	0.857142857142857	1
PF05439	0.5	1
PF05450	0.928571428571429	1
PF05461	1	6
PF05470	1.5	1
PF05477	1.07142857142857	2
PF05478	1.5	2
PF05486	0.857142857142857	1
PF05493	1.28571428571429	1
PF05497	1.07142857142857	2
PF05499	0.714285714285714	3
PF05502	1.42857142857143	2
PF05511	0.642857142857143	1
PF05517	1.07142857142857	1
PF05527	0.785714285714286	1
PF05529	1.21428571428571	3
PF05536	1	1
PF05557	1	1
PF05571	0.5	1
PF05577	4.42857142857143	4
PF05600	0.857142857142857	1
PF05602	1.71428571428571	2
PF05603	0.928571428571429	1
PF05605	3.14285714285714	2
PF05608	1.78571428571429	2
PF05609	0.642857142857143	1
PF05615	1.14285714285714	1
