PFAM	UniProt	BRACP
PF00728	3.71428571428571	6
PF00730	3.57142857142857	2
PF00733	2.78571428571429	5
PF00734	1.71428571428571	17
PF00735	4.78571428571429	5
PF00736	2	2
PF00743	12.5714285714286	5
PF00749	3.21428571428571	3
PF00750	1.85714285714286	1
PF00751	3.57142857142857	3
PF00752	6.42857142857143	2
PF00753	6.07142857142857	5
PF00754	36.6428571428571	6
PF00755	4.85714285714286	6
PF00756	0.928571428571429	3
PF00757	2.85714285714286	2
PF00762	1.21428571428571	1
PF00763	2.35714285714286	3
PF00764	0.714285714285714	1
PF00766	1	1
PF00769	1.42857142857143	1
PF00773	4.14285714285714	2
PF00778	2.14285714285714	4
PF00780	5.35714285714286	6
PF00781	7.5	9
PF00782	19.5	24
PF00784	4.71428571428571	3
PF00786	6.78571428571429	4
PF00787	17.5714285714286	24
PF00788	9.85714285714286	9
PF00789	8.5	7
PF00790	5.14285714285714	4
PF00791	5.07142857142857	4
PF00792	2.57142857142857	3
PF00794	1.71428571428571	3
PF00795	5.92857142857143	4
PF00797	1.85714285714286	2
PF00801	3.57142857142857	2
PF00804	3.92857142857143	5
PF00805	2.64285714285714	1
PF00806	24.9285714285714	8
PF00808	9.57142857142857	8
PF00809	1	1
PF00810	2.21428571428571	1
PF00811	2.5	5
PF00812	1.64285714285714	2
PF00814	2.28571428571429	2
PF00817	3.28571428571429	2
PF00821	1.28571428571429	6
PF00822	5.5	3
PF00827	1.5	1
PF00828	2.5	2
PF00829	1.21428571428571	1
PF00831	1.5	1
PF00832	1.07142857142857	1
PF00833	1.42857142857143	1
PF00834	1.35714285714286	1
PF00835	1	1
PF00836	2	2
PF00838	1.57142857142857	1
PF00839	7.78571428571429	15
PF00849	3.5	5
PF00850	8.07142857142857	8
PF00852	7.5	32
PF00853	1	3
PF00854	15.2142857142857	5
PF00855	9.85714285714286	6
PF00856	28.5714285714286	21
PF00857	3.5	4
PF00858	23	125
PF00864	2.57142857142857	8
PF00867	6.57142857142857	2
PF00870	1	1
PF00875	2.42857142857143	5
PF00876	6.85714285714286	29
PF00878	2.85714285714286	1
PF00880	11.5	2
PF00882	0.214285714285714	1
PF00883	2.78571428571429	1
PF00886	1.07142857142857	1
PF00887	4.85714285714286	7
PF00888	8.57142857142857	7
PF00889	1.21428571428571	1
PF00890	2.92857142857143	1
PF00892	19.8571428571429	11
PF00899	11	13
PF00900	1.57142857142857	1
PF00903	4.71428571428571	1
PF00907	7.14285714285714	10
PF00908	0.142857142857143	1
PF00909	6.42857142857143	4
PF00916	9.42857142857143	16
PF00917	24.2142857142857	15
PF00919	1.42857142857143	2
PF00923	1.35714285714286	1
PF00928	5.71428571428571	5
PF00929	8	5
PF00930	2.71428571428571	2
PF00931	49.8571428571429	3
PF00932	2.64285714285714	5
PF00933	5.21428571428571	4
PF00935	1.07142857142857	1
PF00939	4.28571428571429	8
PF00940	1.21428571428571	1
PF00941	2.92857142857143	5
PF00953	1.21428571428571	1
PF00955	6.92857142857143	5
PF00956	4.85714285714286	6
PF00957	8.14285714285714	9
PF00962	4.85714285714286	3
PF00970	3.85714285714286	2
PF00975	1.28571428571429	4
PF00982	3.07142857142857	4
PF00984	1.57142857142857	1
PF00988	1.42857142857143	1
PF00989	6.21428571428571	4
PF00992	2.28571428571429	1
PF00994	2.64285714285714	2
PF00995	6	6
PF00996	3.57142857142857	6
PF00999	11.6428571428571	8
PF01000	2.5	3
PF01007	3.35714285714286	4
PF01008	4.14285714285714	4
PF01011	0.5	1
PF01012	1.85714285714286	2
PF01015	1.21428571428571	1
PF01016	1.28571428571429	1
PF01018	2	2
PF01019	5.14285714285714	5
PF01020	1.42857142857143	1
PF01025	1.5	1
PF01026	3.5	3
PF01027	5.21428571428571	8
PF01028	1.21428571428571	1
PF01030	12.8571428571429	4
PF01031	5.28571428571429	3
PF01034	1.28571428571429	2
PF01035	0.785714285714286	1
PF01039	3.14285714285714	3
PF01040	3.71428571428571	2
PF01041	0.357142857142857	2
PF01042	2.5	1
PF01043	0.357142857142857	2
PF01044	4.07142857142857	14
PF01048	4.28571428571429	7
PF01049	2.57142857142857	2
PF01053	3.78571428571429	1
PF01055	7.92857142857143	11
PF01058	1.21428571428571	3
PF01061	18.5714285714286	18
PF01063	3	1
PF01066	4.71428571428571	8
PF01067	5.71428571428571	14
PF01068	3.07142857142857	3
PF01073	3.57142857142857	2
PF01074	4.07142857142857	5
PF01079	2.07142857142857	4
PF01080	1.5	1
PF01082	5.21428571428571	12
PF01084	1.92857142857143	3
PF01086	1.35714285714286	2
PF01087	0.857142857142857	1
PF01088	3.42857142857143	4
PF01090	1.35714285714286	1
PF01092	1.21428571428571	1
PF01094	41.7857142857143	14
PF01096	4.64285714285714	4
PF01103	1.85714285714286	1
PF01105	7.14285714285714	6
PF01106	2.07142857142857	1
PF01109	0.0714285714285714	1
PF01111	1.42857142857143	3
PF01112	4.21428571428571	2
PF01115	0.928571428571429	1
PF01119	2.71428571428571	2
PF01120	2.42857142857143	2
PF01121	1.42857142857143	2
PF01125	1.28571428571429	1
PF01127	1.14285714285714	1
PF01130	2.92857142857143	7
PF01131	2.28571428571429	3
PF01133	1.14285714285714	1
PF01134	1	1
PF01135	1.85714285714286	3
PF01137	1.85714285714286	2
PF01138	7.28571428571429	8
PF01139	0.571428571428571	2
PF01142	1.42857142857143	1
PF01144	1.92857142857143	4
PF01145	11.0714285714286	19
PF01146	1.21428571428571	6
PF01148	1.5	3
PF01150	5.78571428571429	10
PF01151	6.71428571428571	10
PF01153	1.85714285714286	1
PF01154	1.5	1
PF01156	2.85714285714286	1
PF01157	1.14285714285714	1
PF01158	1.28571428571429	1
PF01159	1.28571428571429	1
PF01161	5.78571428571429	1
PF01163	2.64285714285714	3
PF01165	1.07142857142857	1
PF01166	1	1
PF01167	3.14285714285714	5
PF01168	1.92857142857143	2
PF01169	3.5	2
PF01170	1.57142857142857	2
PF01171	2.14285714285714	2
PF01172	1.14285714285714	1
PF01175	0.5	1
PF01176	2.35714285714286	4
PF01180	1.85714285714286	2
PF01182	2.64285714285714	2
PF01186	1.28571428571429	1
PF01187	2.07142857142857	2
PF01189	6	5
PF01191	1.57142857142857	1
PF01192	1.21428571428571	2
PF01193	2.42857142857143	2
PF01194	1.21428571428571	1
PF01196	1.21428571428571	2
PF01198	1.28571428571429	1
PF01199	1.42857142857143	1
PF01200	1.28571428571429	1
PF01201	2.14285714285714	2
PF01204	1.5	13
PF01207	4.14285714285714	5
PF01208	1.42857142857143	1
PF01209	1.21428571428571	1
PF01210	2.28571428571429	1
PF01212	1.28571428571429	1
PF01213	1.35714285714286	1
PF01214	2.14285714285714	2
PF01215	1.14285714285714	1
PF01217	9.5	10
PF01218	1.07142857142857	1
PF01221	7	2
PF01223	3.71428571428571	5
PF01227	1.28571428571429	2
PF01230	3.35714285714286	2
PF01233	1.21428571428571	1
PF01237	7.14285714285714	8
PF01238	1.42857142857143	1
PF01239	10.2142857142857	10
PF01242	0.642857142857143	1
PF01243	1.64285714285714	2
PF01244	1.35714285714286	5
PF01245	1.35714285714286	1
PF01246	2.28571428571429	2
PF01247	1.57142857142857	1
PF01248	7.71428571428571	8
PF01249	1.07142857142857	1
PF01250	1.07142857142857	1
PF01251	1.42857142857143	1
PF01253	3.5	3
PF01255	2.21428571428571	2
PF01256	0.928571428571429	2
PF01262	0.928571428571429	1
PF01263	3.64285714285714	2
PF01265	1	1
PF01266	9.64285714285714	6
PF01267	1.14285714285714	1
PF01268	1.28571428571429	1
PF01269	1.42857142857143	1
PF01275	1.07142857142857	1
PF01280	1.57142857142857	1
PF01281	1	1
PF01282	1.28571428571429	1
PF01283	1.21428571428571	1
PF01284	5.92857142857143	5
PF01285	1.5	1
PF01286	0.642857142857143	1
PF01287	2	1
PF01290	1.92857142857143	2
PF01294	1.28571428571429	1
PF01299	2.57142857142857	2
PF01301	4.71428571428571	3
PF01302	8	5
PF01315	3.07142857142857	5
PF01321	2.21428571428571	3
PF01329	1.28571428571429	1
PF01331	1.85714285714286	1
PF01336	7.07142857142857	6
PF01342	1.78571428571429	2
PF01344	102.285714285714	55
PF01351	1.21428571428571	1
PF01363	14.9285714285714	19
PF01365	3.14285714285714	6
PF01368	0.714285714285714	1
PF01369	7.14285714285714	7
PF01370	13.3571428571429	9
PF01379	1	1
PF01380	3	2
PF01381	1.28571428571429	1
PF01384	1.5	1
PF01388	6.57142857142857	4
PF01391	102.642857142857	38
PF01392	11.7857142857143	4
PF01393	1.5	3
PF01394	4	4
PF01396	0.785714285714286	1
PF01398	10.0714285714286	7
PF01399	15.2857142857143	15
PF01400	16.2142857142857	16
PF01401	3.64285714285714	4
PF01403	5.71428571428571	8
PF01404	1.57142857142857	2
PF01406	1.78571428571429	2
PF01408	4.21428571428571	3
PF01409	2.71428571428571	2
PF01411	2.5	3
PF01412	10.3571428571429	6
PF01413	5.14285714285714	4
PF01414	2.64285714285714	3
PF01416	3.42857142857143	3
PF01417	3.42857142857143	2
PF01421	8.5	8
PF01422	10.8571428571429	15
PF01423	17.2142857142857	18
PF01424	4.5	5
PF01425	7.35714285714286	7
PF01426	8.07142857142857	3
PF01427	0.0714285714285714	2
PF01428	7.21428571428571	9
PF01429	3.92857142857143	3
PF01431	8.14285714285714	9
PF01432	3.14285714285714	5
PF01433	9.85714285714286	16
PF01434	4.21428571428571	3
PF01435	2.5	4
PF01436	53.2142857142857	24
PF01437	5.92857142857143	3
PF01448	3.28571428571429	5
PF01451	1.07142857142857	1
PF01454	3.14285714285714	1
PF01457	2.42857142857143	1
PF01459	3.71428571428571	3
PF01462	6.28571428571429	3
PF01463	4.64285714285714	2
PF01465	2.57142857142857	4
PF01466	6.21428571428571	1
PF01467	6.78571428571429	6
PF01470	1	1
PF01471	4.85714285714286	6
PF01472	2.85714285714286	2
PF01476	8.28571428571429	17
PF01477	24.2857142857143	38
PF01479	5.07142857142857	3
PF01480	3	3
PF01483	3.85714285714286	7
PF01485	23.5	13
PF01490	17.2142857142857	8
PF01491	1	1
PF01493	1.07142857142857	1
PF01494	7.85714285714286	8
PF01496	2.78571428571429	4
PF01498	0.285714285714286	32
PF01501	8.78571428571429	4
PF01504	6.85714285714286	3
PF01505	2.42857142857143	4
PF01507	1.85714285714286	1
PF01509	2.14285714285714	1
PF01510	3	2
PF01512	1.14285714285714	1
PF01513	2.57142857142857	3
PF01521	2.14285714285714	2
PF01529	16.2857142857143	14
PF01530	3.71428571428571	2
PF01532	6.28571428571429	5
PF01534	3.64285714285714	2
PF01536	1.42857142857143	1
PF01541	1.5	2
PF01545	8.78571428571429	14
PF01546	6.64285714285714	4
PF01549	25.8571428571429	10
PF01553	11.5	12
PF01554	18.7857142857143	8
PF01556	8.42857142857143	7
PF01557	3.07142857142857	2
PF01562	6.42857142857143	4
PF01564	2.64285714285714	2
PF01565	12.2142857142857	6
PF01566	2.42857142857143	1
PF01569	7.85714285714286	10
PF01571	3	2
PF01575	1.85714285714286	1
PF01576	6.57142857142857	13
PF01581	7.21428571428571	4
PF01583	1.78571428571429	1
PF01585	12.5714285714286	15
PF01588	1.85714285714286	2
PF01590	4.57142857142857	5
PF01591	2.07142857142857	1
PF01592	1.21428571428571	1
PF01593	12.4285714285714	11
PF01595	2.85714285714286	2
PF01596	3	2
PF01597	2	1
PF01602	9.71428571428571	9
PF01603	3.71428571428571	2
PF01607	46.8571428571429	117
PF01608	2.14285714285714	2
PF01612	5.92857142857143	3
PF01619	1.5	1
PF01624	2.85714285714286	2
PF01625	1.35714285714286	2
PF01633	2.78571428571429	2
PF01641	2	2
PF01642	0.642857142857143	2
PF01645	1.21428571428571	1
PF01648	1.78571428571429	1
PF01650	2.28571428571429	2
PF01652	3.85714285714286	4
PF01655	1.28571428571429	1
PF01658	1.28571428571429	1
PF01661	5.57142857142857	10
PF01663	6.85714285714286	11
PF01667	1.35714285714286	2
PF01683	6.21428571428571	10
PF01687	1.07142857142857	1
PF01693	2.5	1
PF01694	7.5	2
PF01697	9.07142857142857	7
PF01699	14.9285714285714	14
PF01702	1.92857142857143	2
PF01704	3.07142857142857	3
PF01712	1.71428571428571	3
PF01713	1.5	1
PF01715	3.42857142857143	1
PF01722	3	3
PF01725	1.07142857142857	1
PF01728	4.78571428571429	5
PF01733	3.64285714285714	3
PF01734	10.5	6
PF01738	3.35714285714286	1
PF01740	7.42857142857143	10
PF01743	1.5	2
PF01746	1.71428571428571	3
PF01747	1.5	1
PF01749	3	1
PF01751	3.07142857142857	5
PF01753	16	11
PF01754	4.35714285714286	2
PF01755	0.857142857142857	1
PF01756	3.64285714285714	6
PF01757	7.42857142857143	8
PF01758	2.78571428571429	2
PF01762	14.2142857142857	21
PF01764	12.2857142857143	4
PF01765	1.07142857142857	1
PF01769	2.07142857142857	5
PF01773	1.78571428571429	3
PF01775	1.28571428571429	1
PF01776	1.42857142857143	1
PF01777	1.21428571428571	1
PF01778	2	2
PF01779	1.07142857142857	1
PF01780	1.14285714285714	1
PF01781	1.21428571428571	1
PF01784	0.785714285714286	1
PF01791	0.714285714285714	1
PF01794	6.57142857142857	6
PF01795	0.785714285714286	1
PF01798	3.71428571428571	3
PF01799	3.21428571428571	5
PF01803	2.21428571428571	2
PF01805	7.28571428571429	4
PF01812	1.5	1
PF01813	1.21428571428571	1
PF01821	0.428571428571429	1
PF01822	11.8571428571429	22
PF01823	5.21428571428571	2
PF01825	11.5714285714286	11
PF01826	15.3571428571429	8
PF01833	27.7857142857143	45
PF01834	1	1
PF01835	2.42857142857143	1
PF01839	6.57142857142857	3
PF01841	3.92857142857143	3
PF01842	4.14285714285714	1
PF01843	4.21428571428571	2
PF01846	8.28571428571429	9
PF01849	3.35714285714286	2
PF01851	4.35714285714286	5
PF01852	8.57142857142857	10
PF01853	3.5	4
PF01857	1.21428571428571	1
PF01858	1.28571428571429	1
PF01866	2.21428571428571	2
PF01868	0.928571428571429	1
PF01869	0.857142857142857	1
PF01871	1.07142857142857	1
PF01873	2.42857142857143	3
PF01875	1.28571428571429	1
PF01876	1.07142857142857	1
PF01878	0.714285714285714	1
PF01883	1.57142857142857	1
PF01885	1.57142857142857	1
PF01896	1.07142857142857	1
PF01900	1.28571428571429	2
PF01902	1.14285714285714	2
PF01907	1.57142857142857	1
PF01909	6.28571428571429	6
PF01912	1.21428571428571	1
PF01915	4.85714285714286	3
PF01916	1.14285714285714	2
PF01918	2.28571428571429	2
PF01920	4.28571428571429	4
PF01922	1	1
PF01923	0.571428571428571	1
PF01926	22	15
PF01927	0.714285714285714	2
PF01928	1.14285714285714	1
PF01929	1.35714285714286	1
PF01930	0.142857142857143	1
PF01937	2.14285714285714	2
PF01938	1.14285714285714	1
PF01940	1.07142857142857	1
PF01956	1.71428571428571	2
PF01958	0.428571428571429	1
PF01963	1.78571428571429	1
PF01965	4.35714285714286	2
PF01966	1.71428571428571	2
PF01967	0.928571428571429	1
